gov_region,region,brain_id,spec_id,alpha,mu,cost,RMSE_torsion_15,R2_torsion_15,RMSE_torsion_30,R2_torsion_30,RMSE_comp_ten,R2_comp_ten,nu,preconditioned,record_time,sample_name,protocol,orientation w.r.t. fiber direction,unnamed: 7,R2_min
BG,Pu,5,11,-12.354844733932453,446.0740739261007,0.0096244223796432,29.39828866147272,29.39828866147272,30.551948683781102,30.551948683781102,50.55433724885844,50.55433724885844,0.49,unconditioned,2020-07-02,HBE_05_11_P2a_Pu_19,P2,,,29.39828866147272
BG,Pu,2,14,-15.128863241248585,268.3386050791704,0.0372423186843117,4.6565898552792175,0.9526528431058204,21.893372046726487,0.7048320040528453,10.940829161837836,0.995808139094618,0.45,unconditioned,2019-11-15,HBE_02_14_P1_Pu,P1,,,0.7048320040528453
BG,Pu,2,14,-10.679314174214271,203.32337918921488,0.0043313103661668,3.41912047228868,0.9744737665372684,3.530981736917255,0.9923222335965062,6.930388825478303,0.9983180170375816,0.49,unconditioned,2019-11-15,HBE_02_14_P1_Pu,P1,,,0.9744737665372684
BG,Pu,3,28,-10.171807409117427,218.98578957159796,0.0625243508853247,15.256845902678574,0.8073175942026505,22.693573688622724,0.8834641411632688,17.155258118034315,0.9891874323151548,0.49,unconditioned,2020-04-29,HBE_03_28_P1_Pu_23,P1,,,0.8073175942026505
BG,Pu,6,8,-16.003595541685172,309.65001033528966,0.016134570053786,3.830882323844844,3.830882323844844,18.431473882466364,18.431473882466364,35.62990826214826,35.62990826214826,0.45,preconditioned,2020-10-29,HBE_06_08_P2_Pu,P2,,,3.830882323844844
BG,Pu,6,8,-6.695089046515348,330.353066374778,0.0128003633720461,4.667238384552354,4.667238384552354,20.89567815524233,20.89567815524233,35.286749817368815,35.286749817368815,0.49,unconditioned,2020-10-29,HBE_06_08_P2_Pu,P2,,,4.667238384552354
BG,Pu,5,11,-15.339313141983432,313.2070140548686,0.0080456166546826,31.766437528676807,31.766437528676807,26.114352869405742,26.114352869405742,29.89580013571032,29.89580013571032,0.49,preconditioned,2020-07-02,HBE_05_11_P2a_Pu_19,P2,,,26.114352869405742
BG,Pu,6,8,-10.990614943903322,435.9740348110789,0.0107293274760517,7.354816602159117,7.354816602159117,17.774639065271412,17.774639065271412,32.52548647413606,32.52548647413606,0.45,unconditioned,2020-10-29,HBE_06_08_P2_Pu,P2,,,7.354816602159117
BG,Pu,2,14,-19.533360731870687,204.52097082075852,0.0429010293902559,2.937144468502284,0.9741024528313488,22.20255398417977,0.6083961775579902,14.60948101251357,0.9905943278251276,0.45,preconditioned,2019-11-15,HBE_02_14_P1_Pu,P1,,,0.6083961775579902
BG,Pu,5,11,-20.43221361596988,450.6365487033742,0.0117342254508586,15.088137080903325,15.088137080903325,40.429072756748425,40.429072756748425,43.67730281580782,43.67730281580782,0.45,preconditioned,2020-07-02,HBE_05_11_P2a_Pu_19,P2,,,15.088137080903325
